"","Player","Pos","SCA","GCA","Gls","Sh","SoT","SoT%","G/Sh","G/SoT","ShDist","FK","PK","PKatt","xG","npxG","npxG/Sh","Tkl","TklW","TklDef 3rd","TklMid 3rd","TklAtt 3rd","Press","PressSucc","PressSucc%","PressDef 3rd","PressMid 3rd","PressAtt 3rd","Blocks","Int","Clr"
"1","David de Gea\7ba6d84e","GK",0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.03,0,0,0,0,0
"2","Hugo Lloris\8f62b6ee","GK",0.16,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.03,25,0.08,0.03,0,0,0,0
"3","Illan Meslier\6b625ac2","GK",0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.05,40,0.14,0,0,0,0,0.05
"4","Conor Coady\2928dca2","DF",0.19,0,0.11,0.33,0.11,33.3,0.33,1,11.7,0,0,0,0.06,0.06,0.16,0.83,0.5,0.52,0.28,0.03,5.21,1.87,36,3.25,1.82,0.14,1.63,1.18,3.91
"5","Ederson\3bb7b8b4","GK",0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0,0
"6","Łukasz Fabiański\9328b835","GK",0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,100,0.03,0,0,0,0,0
"7","José Sá\903b6e8b","GK",0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0.25,0.06,22.2,0.25,0,0,0,0,0.08
"8","Robert Sánchez\6a713852","GK",0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.03,20,0.14,0,0,0.06,0,0
"9","Pontus Jansson\172e52d8","DF",0.42,0.11,0.08,0.64,0.28,43.5,0.13,0.3,8.2,0,0,0,0.08,0.08,0.13,1,0.7,0.75,0.22,0.03,5.43,2.01,36.9,3.18,1.92,0.33,1.56,1.87,5.65
"10","Matty Cash\2389cdc2","DF",1.49,0.2,0.08,0.87,0.31,35.5,0.1,0.27,18.2,0,0,0,0.06,0.06,0.07,2.48,1.21,1.46,0.9,0.11,13.9,3.97,28.6,7.21,5.32,1.35,2.48,2.45,2.62
"11","Teemu Pukki\0745b37d","FW",1.65,0.11,0.31,1.85,0.68,36.9,0.12,0.33,14.8,0,0.09,0.09,0.32,0.26,0.14,0.68,0.31,0.03,0.4,0.26,19.5,4.84,24.8,1.11,8.15,10.3,0.6,0.48,0.11
"12","Emiliano Martínez\7956236f","GK",0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.06,0,0,0,0.03,0.03
"13","Kasper Schmeichel\53af52f3","GK",0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.06,0,0,0,0,0.03
"14","João Cancelo\bd6351cd","DF",2.84,0.46,0.03,2.21,0.66,29.9,0.01,0.04,21.5,0.03,0,0,0.11,0.11,0.05,2.52,1.55,0.86,1.03,0.63,9.74,3.38,34.7,2.95,3.93,2.87,1.26,2.18,1.55
"15","Harry Kane\21a66f6a","FW",3.21,0.54,0.46,3.55,1.35,37.9,0.1,0.26,17.1,0.23,0.11,0.11,0.55,0.46,0.13,0.54,0.29,0.09,0.32,0.14,10.6,3.12,29.5,0.74,4.24,5.62,0.63,0.2,1.06
"16","Marc Guéhi\d0706b27","DF",0.6,0.06,0.06,0.52,0.14,27.8,0.11,0.4,10.2,0,0,0,0.05,0.05,0.11,0.89,0.63,0.6,0.26,0.03,6.24,2.5,40.1,3.94,1.98,0.32,1.32,1.64,3.82
"17","Moussa Sissoko\2acd49b9","MF",1.75,0.11,0.06,0.69,0.23,33.3,0.08,0.25,16.2,0,0,0,0.1,0.1,0.14,1.61,1.06,0.92,0.6,0.09,14,4.37,31.3,4.91,6.9,2.16,1.44,1.26,2.04
"18","Pierre Højbjerg\8b04d6c1","MF",2.2,0.12,0.06,0.87,0.29,33.3,0.07,0.2,22.2,0.03,0,0,0.06,0.06,0.06,2.43,1.42,0.81,1.3,0.32,19.2,5.04,26.2,7.33,9.16,2.72,2,1.94,1.74
"19","Declan Rice\1c7012b8","MF",1.72,0.23,0.03,0.73,0.2,28,0.04,0.14,21.4,0.03,0,0,0.03,0.03,0.04,2.1,1.49,1.2,0.79,0.12,13.5,4.43,32.8,6.09,6.36,1.05,1.69,2.74,1.46
"20","Alisson\7a2e46a8","GK",0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.06,40,0.15,0,0,0,0,0.03
"21","Virgil van Dijk\e06683ca","DF",0.71,0.18,0.09,1.03,0.38,37.1,0.09,0.23,11.8,0.03,0,0,0.07,0.07,0.07,0.62,0.35,0.38,0.21,0.03,3.65,1.29,35.5,2.12,1.32,0.21,0.91,1.41,3.94
"22","Jordan Pickford\4806ec67","GK",0.21,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0.21,0.03,14.3,0.21,0,0,0.06,0,0.03
"23","Nick Pope\4b40d9ca","GK",0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,100,0.03,0,0,0,0,0.12
"24","Christian Nørgaard\df0a4c90","MF",1.45,0.18,0.09,0.8,0.24,29.6,0.11,0.38,13,0,0,0,0.09,0.09,0.12,3.83,2.36,1.59,1.89,0.35,20.4,6.46,31.6,7.67,10.8,1.92,1.74,2.51,1.68
"25","James Ward-Prowse\3515d404","MF",3.35,0.21,0.27,1.42,0.59,41.7,0.13,0.3,26.4,0.62,0.09,0.09,0.13,0.07,0.05,1.36,0.77,0.47,0.68,0.21,15.1,4.72,31.2,4.6,8.25,2.26,1.78,1.69,1.22
"26","Bruno Fernandes\507c7bdf","MF",4.26,0.3,0.3,2.47,0.83,33.7,0.12,0.36,21,0.15,0,0.06,0.28,0.24,0.1,1.76,1.34,0.89,0.65,0.21,17.8,5.06,28.4,3.57,8.36,5.86,0.83,1.1,1.16
"27","Tyrone Mings\8397a50c","DF",0.75,0.12,0.03,0.63,0.15,23.8,0.05,0.2,12.4,0,0,0,0.04,0.04,0.07,1.05,0.6,0.66,0.24,0.15,5.87,1.89,32.1,3.23,1.95,0.69,1.86,2.28,4.97
"28","Marc Cucurella\1daec722","DF",2.22,0.06,0.03,0.51,0.09,17.6,0.06,0.33,21.2,0,0,0,0.02,0.02,0.04,2.58,1.83,1.05,1.11,0.42,15.7,5.92,37.6,6.28,6.49,2.97,2.07,2.16,1.86
"29","Eric Dier\ac861941","DF",0.85,0.12,0,0.39,0.12,30.8,0,0,13.5,0.12,0,0,0.03,0.03,0.08,0.73,0.39,0.3,0.33,0.09,5.38,2.08,38.8,2.72,2.39,0.27,1.69,1.33,4.95
"30","Gabriel Dos Santos\67ac5bb8","DF",0.68,0.03,0.12,0.88,0.33,37.9,0.14,0.36,10.9,0,0,0,0.08,0.08,0.08,1.58,1.12,1.09,0.39,0.09,6.3,2.52,39.9,3.67,2.3,0.33,1.42,1.09,3.48
"31","Aaron Ramsdale\466fb2c5","GK",0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.09,0,0,0,0,0.03
"32","Tomáš Souček\6613c819","MF",1.03,0.12,0.15,1.33,0.33,25,0.11,0.45,12,0,0,0,0.14,0.13,0.1,2,1.24,0.91,0.85,0.24,13.9,3.76,27,5.64,6.45,1.82,1.42,1.64,3.58
"33","Dwight McNeil\fc15fb84","MF",2.72,0.12,0,1.47,0.43,29.2,0,0,21.9,0.09,0,0,0.07,0.07,0.05,2.08,1.07,0.83,0.98,0.28,19.8,4.95,25,6.91,8.44,4.43,2.35,1.99,0.61
"34","Tyrick Mitchell\5cbd1eb0","DF",1.17,0.15,0,0.15,0.03,20,0,0,15.4,0,0,0,0.01,0.01,0.07,3.2,1.57,2.15,0.74,0.31,19.7,6.25,31.7,11.3,5.48,2.95,2.28,2.37,2.52
"35","James Tarkowski\15ea812b","DF",0.62,0.06,0.03,0.65,0.18,28.6,0.05,0.17,10.5,0,0,0,0.06,0.06,0.09,2.09,1.26,1.51,0.55,0.03,7.72,2.8,36.3,5.2,2.22,0.31,2.77,2.15,6.43
"36","Stuart Dallas\67ca8566","DF",1.98,0.09,0.03,0.96,0.25,25.8,0.03,0.13,21.1,0,0,0,0.06,0.06,0.06,2.78,1.42,1.82,0.77,0.19,16.4,5.46,33.3,8.09,6.54,1.76,1.98,2.41,2.04
"37","Son Heung-min\92e7e919","FW",3.92,0.46,0.65,2.44,1.3,53.2,0.27,0.5,15.6,0.06,0,0,0.45,0.45,0.18,0.59,0.37,0.22,0.28,0.09,11.4,2.81,24.7,2.01,5.71,3.64,0.96,0.86,0.34
"38","John McGinn\90f91999","MF",2.82,0.12,0.09,1.24,0.37,30,0.08,0.25,23.8,0,0,0,0.04,0.04,0.04,3.03,1.76,1.15,1.46,0.43,16.4,5.17,31.5,4.55,8.85,3.03,1.76,1.55,1.11
"39","Bukayo Saka\bc7dc64d","FW",4.23,0.43,0.34,2.86,0.9,31.5,0.1,0.31,16.8,0,0.06,0.06,0.29,0.24,0.08,1.12,0.68,0.4,0.4,0.31,14.8,3.94,26.6,3.23,5.59,5.99,1.21,0.93,0.59
"40","Jarrod Bowen\79c84d1c","FW",2.96,0.65,0.37,2.46,1.03,41.8,0.15,0.36,15.4,0,0,0,0.35,0.35,0.14,1.18,0.78,0.59,0.37,0.22,16.8,3.43,20.4,4.92,7.32,4.58,1.46,1.15,0.19
"41","Michail Antonio\ac05f970","FW",3.19,0.53,0.28,2.56,0.81,31.7,0.11,0.35,14.2,0,0,0.03,0.35,0.34,0.13,0.78,0.63,0.16,0.28,0.34,13.8,3.91,28.3,0.97,4.94,7.91,0.78,0.41,0.53
"42","Edouard Mendy\33887998","GK",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.03,33.3,0.09,0,0,0,0,0.03
"43","João Moutinho\f5a00fa4","MF",2.09,0.13,0.06,0.63,0.22,35,0.1,0.29,23.7,0.13,0,0,0.03,0.03,0.05,2.34,1.66,1.16,0.88,0.31,18.5,5.66,30.5,7,9.78,1.75,1.56,1.5,1.06
"44","Antonio Rüdiger\18b896d6","DF",1.09,0.25,0.09,1.47,0.38,25.5,0.06,0.25,19.5,0,0,0,0.08,0.08,0.06,1.59,0.84,0.91,0.63,0.06,8.81,2.69,30.5,4.44,3.38,1,1.19,1.34,3.38
"45","Ben White\35e413f1","DF",0.77,0.03,0,0.38,0.09,25,0,0,14.1,0,0,0,0.03,0.03,0.08,1.28,0.72,0.81,0.34,0.13,7.78,2.53,32.5,4.09,2.97,0.72,1.56,2.03,3.38
"46","Raphael Dias Belloli\3423f250","FW",3.63,0.22,0.32,2.58,0.64,24.7,0.09,0.35,19.8,0.32,0.1,0.1,0.33,0.26,0.1,1.69,0.76,0.76,0.61,0.32,18,4.27,23.8,4.52,7.48,5.96,1.88,1.34,0.7
"47","Bryan Mbeumo\6afaebf2","FW",2.36,0.38,0.13,2.36,0.54,23,0.04,0.18,15.9,0.1,0.03,0.03,0.3,0.27,0.12,1.18,0.77,0.1,0.54,0.54,15.6,4.15,26.7,2.33,6.84,6.39,1.05,0.7,0.61
"48","Ivan Toney\e09f279b","FW",2.46,0.32,0.38,2.52,0.77,30.4,0.09,0.29,15.4,0,0.16,0.16,0.38,0.26,0.1,0.96,0.61,0.16,0.48,0.32,14,3.39,24.2,1.69,5.88,6.42,0.89,0.67,1.37
"49","Grant Hanley\e9254eec","DF",0.32,0,0.03,0.61,0.13,21.1,0.05,0.25,7.8,0,0,0,0.06,0.06,0.1,1.73,1.22,1.19,0.45,0.1,8.4,3.17,37.8,5.96,2.12,0.32,2.31,2.02,6.22
"50","Leandro Trossard\38ceb24a","FW",2.92,0.32,0.26,2.31,0.83,36.1,0.1,0.27,18.1,0.16,0.03,0.03,0.21,0.19,0.08,1.19,0.77,0.26,0.42,0.51,15.4,5.03,32.8,2.76,5.71,6.89,1.35,0.93,0.26
"51","Max Aarons\774cf58b","DF",1.19,0.16,0,0.39,0.06,16.7,0,0,20.7,0,0,0,0.02,0.02,0.06,2.19,1.19,1.58,0.61,0,13.9,3.61,26,8.16,4.45,1.26,2.74,1.74,2.23
"52","Josh Brownhill\47369df8","MF",2.03,0.13,0.06,0.9,0.26,28.6,0.07,0.25,22.2,0.13,0,0,0.05,0.05,0.05,2.23,1.26,0.71,1.32,0.19,16.3,5.19,31.9,5.1,8.29,2.87,1.52,2.55,1.48
"53","Rodri\6434f10d","MF",2.32,0.1,0.19,1.35,0.42,31,0.14,0.46,17.9,0,0,0,0.08,0.08,0.06,2.03,1.48,0.61,1.13,0.29,15.3,5.48,35.9,4.1,8.06,3.1,1.55,1.26,1.74
"54","Mohammed Salisu\0b33f6ad","DF",0.84,0.1,0,0.81,0.26,32,0,0,11,0,0,0,0.06,0.06,0.07,2.68,1.77,1.84,0.74,0.1,10.6,4.39,41.5,6.35,3.52,0.71,2.03,2.9,6
"55","Bernardo Silva\3eb22ec9","MF",4.03,0.42,0.26,1.52,0.61,40.4,0.17,0.42,12.4,0,0,0,0.22,0.22,0.14,1.65,1.03,0.65,0.65,0.35,15.3,4.52,29.5,2.77,6.97,5.55,1.06,1.03,0.84
"56","Oriol Romeu\4b511457","MF",2.14,0.13,0.06,0.81,0.13,16,0.08,0.5,20.9,0,0,0,0.04,0.04,0.05,2.56,1.68,0.74,1.46,0.36,17.7,5.89,33.3,5.73,9.64,2.3,1.39,2.07,1.65
"57","Joël Veltman\dad4b285","DF",1.17,0.06,0,0.32,0.03,10,0,0,16.6,0,0,0,0.02,0.02,0.07,2.78,1.23,1.72,0.91,0.16,11.1,3.46,31.3,5.6,4.37,1.1,2.07,2.14,3.04
"58","Ollie Watkins\aed3a70f","FW",2.23,0.23,0.36,2.39,0.97,40.5,0.14,0.33,13.4,0,0.03,0.03,0.39,0.37,0.15,0.55,0.45,0.06,0.23,0.26,18.1,4.43,24.5,1.23,8.03,8.83,1.29,0.55,0.81
"59","Trent Alexander-Arnold\cd1acf9d","DF",4.56,0.55,0.07,1.56,0.42,27.1,0.04,0.15,23.2,0.16,0,0,0.08,0.08,0.05,1.43,0.78,0.72,0.49,0.23,9.15,3.06,33.5,3.62,2.83,2.7,1.24,2.41,1.4
"60","Joachim Andersen\e34fc66d","DF",1.05,0.16,0,0.26,0.1,37.5,0,0,14,0.03,0,0,0.02,0.02,0.07,1.12,0.72,0.82,0.3,0,4.9,1.74,35.6,2.96,1.71,0.23,1.28,1.94,4.77
"61","Conor Gallagher\c2731c10","MF",2.83,0.43,0.26,1.68,0.72,43.1,0.16,0.36,16.5,0.13,0,0,0.19,0.19,0.12,2.2,1.45,1.05,0.63,0.53,24.6,6.88,27.9,6.61,11.3,6.64,1.64,1.32,0.89
"62","Aymeric Laporte\119b9a8e","DF",0.99,0.13,0.13,1.12,0.2,17.6,0.12,0.67,10.8,0,0,0,0.14,0.14,0.13,0.99,0.53,0.63,0.33,0.03,4.47,2.04,45.6,2.6,1.61,0.26,0.76,1.09,2.5
"63","Allan Saint-Maximin\2b16cb1a","FW",3.76,0.26,0.16,2.07,0.82,39.7,0.08,0.2,19.1,0,0,0,0.16,0.16,0.08,0.3,0.2,0.13,0.07,0.1,8.19,2.11,25.7,1.64,3.55,2.99,0.56,0.66,0.07
"64","Sadio Mané\c691bfe2","FW",3.07,0.43,0.5,3.17,1.16,36.5,0.16,0.43,13.2,0,0,0,0.53,0.53,0.17,1.02,0.56,0.23,0.4,0.4,14.4,4.62,32.2,1.85,6.17,6.34,1.16,0.5,0.33
"65","Mohamed Salah\e342ad68","FW",4.29,0.83,0.73,4.16,1.52,36.5,0.13,0.37,15.6,0.03,0.17,0.2,0.69,0.53,0.13,0.56,0.23,0.17,0.23,0.17,14.6,4.16,28.4,2.21,4.16,8.25,0.4,0.5,0.13
"66","Pablo Fornals\82927de4","FW",2.85,0.3,0.2,1.39,0.36,26.2,0.14,0.55,17.5,0,0,0,0.17,0.17,0.12,1.66,1.09,0.7,0.6,0.36,21.2,5.73,27,6.03,9.54,5.66,1.59,1.56,0.53
"67","Rico Henry\8a3c1dc7","DF",1.36,0.03,0.1,0.46,0.17,35.7,0.21,0.6,16,0,0,0,0.06,0.06,0.13,1.36,0.86,0.86,0.26,0.23,12.8,3.38,26.4,5.83,4.34,2.62,2.42,1.82,1.99
"68","Kenny McLean\471f16b3","MF",1.13,0.07,0.03,1.13,0.2,17.6,0.03,0.17,18.9,0,0,0,0.06,0.06,0.06,1.36,0.8,0.5,0.76,0.1,17.2,3.85,22.4,6.98,7.77,2.46,1.06,1.83,1.83
"69","Romain Saïss\9fbbcf39","DF",0.5,0,0.07,0.6,0.2,33.3,0.11,0.33,11.8,0.03,0,0,0.09,0.09,0.15,1.99,1.26,1.33,0.56,0.1,9.4,3.42,36.4,5.38,3.36,0.66,2.03,2.69,5.71
"70","Max Kilman\d0f72bf1","DF",0.3,0.03,0.03,0.43,0.13,30.8,0.08,0.25,8.8,0,0,0,0.03,0.03,0.08,1.77,1.1,1.34,0.43,0,8.03,3.08,38.3,5.32,2.34,0.37,1.74,2.14,3.95
"71","Ethan Pinnock\e541326e","DF",0.67,0.1,0.03,0.6,0.27,44.4,0.06,0.13,9,0,0,0,0.05,0.05,0.08,2.11,1.27,1.54,0.5,0.07,9.4,3.41,36.3,5.59,3.14,0.67,1.64,1.87,5.85
"72","Martin Ødegaard\79300479","MF",4.26,0.4,0.2,1.67,0.67,40,0.12,0.3,20.6,0.4,0,0,0.15,0.15,0.09,1.34,0.8,0.13,0.6,0.6,17.9,4.78,26.7,3.31,8.09,6.52,0.57,0.67,0.37
"73","Craig Dawson\3e9e06cb","DF",0.37,0.17,0.07,0.84,0.17,20,0.08,0.4,7.7,0,0,0,0.1,0.1,0.12,0.98,0.61,0.57,0.41,0,6.42,2.13,33.2,3.99,2.13,0.3,2.06,0.98,4.8
"74","Aaron Cresswell\4f974391","DF",1.64,0.17,0.07,0.55,0.1,18.8,0.13,0.67,20.4,0.27,0,0,0.03,0.03,0.06,1.02,0.65,0.68,0.27,0.07,6.93,2.22,32,3.52,2.42,0.99,1.6,1.47,2.39
"75","Jan Bednarek\4115ce4e","DF",0.65,0,0.14,0.65,0.24,36.8,0.21,0.57,7.9,0,0,0,0.08,0.08,0.13,1.27,0.72,0.79,0.45,0.03,8.15,2.6,31.9,4.45,3.49,0.21,2.19,3.32,5.79
"76","Michael Keane\c5b7c315","DF",0.48,0.03,0.07,0.66,0.17,26.3,0.11,0.4,11.9,0,0,0,0.04,0.04,0.06,1.59,1.17,1.1,0.41,0.07,7.14,2.97,41.5,4.03,2.62,0.48,1.72,2.07,4.93
"77","Joël Matip\b217ef29","DF",1.03,0.24,0.07,1.03,0.21,20,0.07,0.33,8.6,0,0,0,0.1,0.1,0.1,1.52,1.1,0.72,0.62,0.17,6.59,2.69,40.8,3.59,2.38,0.62,1.28,2.07,4.07
"78","Emmanuel Dennis\2c44a35d","FW",3.17,0.42,0.35,2.13,0.94,44.3,0.16,0.37,14.9,0.21,0,0,0.26,0.26,0.12,1.6,0.98,0.84,0.49,0.28,20,5.12,25.6,4.46,8.92,6.62,1.22,0.87,0.49
"79","Wilfried Zaha\b2bc3b1f","FW",3.52,0.38,0.45,2.06,0.8,39,0.14,0.35,18.6,0,0.17,0.24,0.32,0.13,0.06,1.64,1.18,0.49,0.77,0.38,20.1,5.57,27.7,4.39,9.97,5.75,0.94,0.7,0.14
"80","Rúben Neves\44bfb6c5","MF",1.78,0.1,0.14,1.47,0.56,38.1,0.1,0.25,26,0.14,0,0,0.04,0.04,0.03,2.31,1.5,1.08,1.01,0.21,18.3,5,27.3,6.75,9.79,1.75,1.47,1.92,1.85
"81","Séamus Coleman\0420d84f","DF",1.26,0.11,0.04,0.28,0.04,12.5,0.13,1,17.2,0,0,0,0.04,0.04,0.12,2.42,1.37,1.4,0.63,0.39,11.4,4.14,36.2,5.47,4.32,1.65,2.04,1.82,2.53
"82","Vicente Guaita\ab13a5aa","GK",0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0
"83","Jack Harrison\aa849a12","FW",2.79,0.11,0.25,1.45,0.53,36.6,0.17,0.47,16.6,0,0,0,0.14,0.14,0.1,1.91,1.1,0.71,0.74,0.46,20.5,5.72,28,5.94,8.48,6.04,1.87,1.45,1.02
"84","Joelinton\c17bfb65","MF",2.27,0.21,0.14,1.63,0.49,30.4,0.09,0.29,16.8,0,0,0,0.14,0.14,0.09,2.51,1.52,1.17,0.99,0.35,20.8,5.55,26.7,6.47,9.4,4.91,2.26,1.66,1.63
"85","Charlie Taylor\cc2d7ad5","DF",1.31,0.21,0,0.25,0,0,0,0,21.6,0,0,0,0.01,0.01,0.03,1.84,0.85,1.1,0.64,0.11,8.09,2.12,26.2,4.24,2.93,0.92,3.07,2.47,2.86
"86","Raúl Jiménez\b561db50","FW",2.3,0.5,0.21,2.02,0.53,26.3,0.09,0.33,16.1,0.04,0.04,0.04,0.23,0.22,0.11,1.06,0.74,0.14,0.57,0.35,15.5,3.79,24.5,1.45,8.09,5.96,1.13,0.67,0.96
"87","Douglas Luiz\6f7d826d","MF",2.41,0.25,0.07,0.82,0.28,34.8,0.09,0.25,23.7,0.28,0,0,0.07,0.07,0.09,2.2,1.45,1.21,0.82,0.18,17.6,5.25,29.8,7.59,8.19,1.81,1.49,1.99,0.92
"88","Youri Tielemans\56f7a928","MF",2.91,0.39,0.21,1.99,0.53,26.8,0.07,0.27,24.5,0,0.07,0.07,0.16,0.11,0.06,2.34,1.7,0.82,1.31,0.21,16.7,4.96,29.7,5.5,8.69,2.55,1.52,1.45,1.45
"89","Tim Krul\f23f9d20","GK",0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.07,25,0.29,0,0,0.04,0,0
"90","Ben Gibson\bcfb0142","DF",0.4,0.04,0,0.29,0.14,50,0,0,10,0,0,0,0.04,0.04,0.15,0.76,0.61,0.58,0.18,0,5.49,1.84,33.6,3.5,1.77,0.22,2.06,1.73,5.74
"91","Çağlar Söyüncü\21166ff4","DF",0.4,0,0.04,0.29,0.04,12.5,0.13,1,12,0,0,0,0.05,0.05,0.17,1.88,1.08,1.16,0.61,0.11,9.35,3.36,35.9,5.2,3.83,0.32,2.02,1.84,4.98
"92","Lewis Dunk\282f75f3","DF",0.54,0.07,0.04,0.69,0.25,36.8,0.05,0.14,10,0,0,0,0.04,0.04,0.06,0.72,0.4,0.33,0.36,0.04,4.49,1.74,38.7,2.64,1.49,0.36,1.49,1.63,4.09
"93","Ezri Konsa\0313a347","DF",0.36,0,0.07,0.55,0.22,40,0.13,0.33,7,0,0,0,0.05,0.05,0.1,0.95,0.51,0.55,0.36,0.04,6.51,2.33,35.8,3.85,2.18,0.47,1.56,1.64,2.95
"94","Jordan Henderson\935e6b8f","MF",2.63,0.4,0.07,1.13,0.22,19.4,0.06,0.33,23,0.04,0,0,0.05,0.05,0.05,1.28,0.84,0.22,0.91,0.15,16.5,5.22,31.6,3.58,9.05,3.91,1.13,1.5,0.62
"95","Thiago Silva\86e7deaf","DF",0.84,0.04,0.11,0.62,0.18,29.4,0.18,0.6,10.7,0,0,0,0.03,0.03,0.05,1.17,0.73,0.62,0.44,0.11,5.95,1.93,32.5,3.5,2.23,0.22,2.37,2.15,4.05
"96","Cristiano Ronaldo\dea698d9","FW",2.78,0.33,0.66,3.96,1.43,36.1,0.14,0.38,15,0.29,0.11,0.11,0.6,0.52,0.13,0.37,0.29,0.07,0.18,0.11,6.67,1.79,26.9,0.84,2.82,3,0.44,0.18,1.14
"97","Kyle Walker-Peters\984a5a64","DF",2.2,0.29,0.04,0.99,0.26,25.9,0.04,0.14,19.2,0,0,0,0.04,0.04,0.04,2.23,0.99,1.03,0.92,0.29,12.5,3.96,31.8,4.69,5.2,2.56,1.68,2.01,1.5
"98","Ben Davies\44781702","DF",0.99,0.15,0.04,0.66,0.22,33.3,0.06,0.17,15.5,0,0,0,0.06,0.06,0.1,1.47,0.66,0.66,0.55,0.26,9.71,3.13,32.2,4.78,3.35,1.58,1.36,1.58,3.31
"99","Andrew Robertson\2e4f5f03","DF",3.46,0.55,0.07,0.59,0.26,43.8,0.13,0.29,18.1,0,0,0,0.06,0.06,0.11,1.18,0.59,0.48,0.51,0.18,9.93,2.83,28.5,2.98,4.08,2.87,1.54,1.8,2.06
"100","Richarlison\fa031b34","FW",2.26,0.3,0.33,2.41,0.67,27.7,0.09,0.33,15.6,0.04,0.11,0.11,0.37,0.28,0.12,1.41,0.93,0.48,0.52,0.41,21.4,5.07,23.7,3.19,8.56,9.63,1.7,0.78,1.19
"101","Harry Maguire\d8931174","DF",0.74,0.04,0.04,0.86,0.37,43.5,0.04,0.1,11.9,0,0,0,0.06,0.06,0.08,1.45,0.89,0.86,0.41,0.19,6.17,2.3,37.3,4.2,1.75,0.22,1.67,1.9,4.76
"102","Abdoulaye Doucouré\02b29014","MF",1.9,0.26,0.07,1.23,0.34,27.3,0.06,0.22,17.2,0,0,0,0.1,0.1,0.08,2.69,1.57,1.31,1.27,0.11,23.2,6.38,27.5,8.84,10.7,3.62,1.46,1.46,1.19
"103","Rúben Dias\31c69ef1","DF",1.12,0.22,0.07,0.67,0.15,22.2,0.11,0.5,10.6,0,0,0,0.08,0.08,0.12,1.27,1.01,0.45,0.67,0.15,5.73,2.55,44.4,2.13,2.92,0.67,1.05,1.42,2.92
"104","Craig Cathcart\89e4b358","DF",0.19,0,0,0.11,0,0,0,0,8.4,0,0,0,0,0,0.04,1.24,0.56,0.98,0.26,0,6.2,1.92,30.9,4.4,1.69,0.11,2.07,1.43,4.85
"105","Joel Ward\8a7ff278","DF",0.6,0.08,0,0.34,0.04,11.1,0,0,21.2,0,0,0,0.01,0.01,0.04,1.77,1.02,1.09,0.64,0.04,10.5,3.08,29.5,5.53,3.57,1.35,1.92,2.03,3.76
"106","Daniel James\c931d9f9","FW",2.02,0.19,0.15,1.98,0.57,28.8,0.08,0.27,15.5,0,0,0,0.22,0.22,0.11,1.33,0.65,0.46,0.49,0.38,22.1,5.67,25.7,3.31,8.4,10.3,0.91,0.72,0.46
"107","Ben Foster\d0b3ceb9","GK",0.27,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.04,14.3,0.27,0,0,0,0,0.23
"108","Fabinho\7f3b388c","MF",1.52,0.19,0.19,0.74,0.27,36.8,0.16,0.43,18.8,0.04,0.08,0.08,0.13,0.07,0.11,2.22,1.44,0.66,1.28,0.27,16,5.1,31.9,4.9,8.72,2.37,1.98,2.18,1.17
"109","Jacob Ramsey\1544f145","MF",2.33,0.12,0.23,1.28,0.43,33.3,0.18,0.55,17.6,0,0,0,0.15,0.15,0.11,2.33,1.48,1.21,1.01,0.12,19.8,5.41,27.3,6.61,9.3,3.93,1.56,1.44,0.89
"110","Scott McTominay\d93c2511","MF",1.73,0.24,0.04,0.98,0.24,24,0.04,0.17,20.1,0,0,0,0.05,0.05,0.05,2.63,1.29,1.49,0.94,0.2,18.3,5.06,27.6,6.98,9.06,2.27,1.76,1.84,2.47
"111","James Maddison\ee38d9c5","MF",3.7,0.71,0.39,2.8,1.22,43.7,0.14,0.32,19.8,0.51,0,0,0.3,0.3,0.11,1.57,0.79,0.31,0.87,0.39,17.6,3.98,22.5,3.9,8.86,4.88,0.98,0.71,0.28
